Title,Brand,Rating,Reviews,Price (₹),Image URL,Product URL
Storio Toy Octopus Plushie Reversible Soft Toys For Kids | Plush Soft Toys For Baby Boys And Girls| Best Gift | Octopus Soft Toy For Kids -Purplepink,Unknown,4.2,1585,178.0,https://m.media-amazon.com/images/I/51nqXz7iWrL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfYXRmOjMwMDM3MDkzMDMwNTEzMjo6MDo6&url=%2FStorio-Octopus-Plushie-Reversible-Plush%2Fdp%2FB0D6Z1YPTZ%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Storio Toy Cute Penguin Plushie Soft Toys For Kids | Plush Soft Toys For Baby Boys And Girls | Bird Soft Toy For Kids -23Cm,Unknown,4.3,145,199.0,https://m.media-amazon.com/images/I/51i6bQTaMHL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfYXRmOjMwMDA2NzAxMjI3ODAzMjo6MDo6&url=%2FStorio-Baby-Toys-Play-Kit%2Fdp%2FB09CTQXHJN%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Adora Adorable Pou Alien Cute Stuffed Toy - 22 Cm Lovable And Huggable Plush Soft Toy | Plush Alien Pet For Kids | Stuffed Soft And Cuddly Companion | Kawaii Stuffed Alien Plush Doll For Birthday,Unknown,2.8,7,789.0,https://m.media-amazon.com/images/I/51JRfo+dlDL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfYXRmOjMwMDIzOTU2MjQ2NTkzMjo6MDo6&url=%2FADORA-Adorable-Alien-Cute-Stuffed%2Fdp%2FB0D2Y27BPZ%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Meera The Blue Astronaut Soft Plush Toy - A Stellar Birthday Gift For The Ultimate Space Explorer Bring Home In Huggable Form,Unknown,5.0,2,1499.0,https://m.media-amazon.com/images/I/51NcFOWL8IL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfYXRmOjMwMDE1MzgxNjg5MDUzMjo6MDo6&url=%2FMeera-Blue-Astronaut-Soft-Plush%2Fdp%2FB0CYPT2QVR%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"Adora Baby Plushies - 50 Cm Blue Lovable Huggable Soft Toy, Big Size Plush Teddy Bear, Elegant Soft Plush Toy For Babies, Great Birthday Gift For Girls",Unknown,4.5,83,1199.0,https://m.media-amazon.com/images/I/61gX8fOKwwL._AC_UL640_QL65_.jpg,https://aax-eu.amazon.in/x/c/JPyrys2OqRssdGY4AEfYJfoAAAGWLUTMowMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDIgICDrvad5/clv1_CEuOPUxokZA0iHrVHMQz4DDhHmhUQ6pthpUI3Abb-Ocwx38h5Azad_w18HHz9hvVjq0yzpNb3X7OfU0sAGcAQWt9FDOgSNLcAlFVVEN-YmHwE4I5skfB8IkGXCQrUOW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3xQ8E_lnSRaVYV-JjAz9B7yl_bPrUYAZJ0SW56eH2BSUeyzCBNCYnOsq2udCbdzomITmC-GyMPtWiNMsQSUAvo8C-9FHE6Fj0W5fDGy7yyiRp7UGUFOaTTxzq2qMj0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq86WXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCdGXvtFS_CF8CoIymgGwjQSZ6zz9CBRvUEkOcgmDU2TPNZf2bSaWBD9t80ENAnfyX2DZEaVnuuFlcRCdkrZwltwGIyffMSBcrRFM49kMurj5gHo1hoWBxbIZR1XV_iKvQvefNUlmb9cDPjxxwrF3CK1UiicxpoPxAhRZUVwAibFAib8ULRMEaQP_s0Mk_QLbfuB-_Tsw83RIxvko0e0FN1a3I1Ac-4bxE_nH2JvCFnE5RifsvUzDbPdr8BJm-NIGG4Cpvf5vKwPIpG7x7xLCM3TuASh2rzfNL3VYn-NgSMUsZBWi21ogFNBtg2Bls6eKUmO6cPi6TAh4gwHLv9NeX-FWp7CDnHMytveGL76Xr9Gkikiz-TzB7lMUzgns0G-7mmbKo9kGq9oEngDBDssBdMMbC8GE2PqU1AhvCQA0ATj2tSfx3WtGPU80anRSXibNyDqXnRmlf4H5_r6cjOXT3W2ka7tIM--8XqbAolytWh9VNvUfYkhaYVhSab_okQHiG3wnHHqC_8tL3ikwZLIe8Ky__UBOnD1WEO-9pUx7_pcguxtnC0mfVpCjFDLebYx7J9d1ViOcS5rvTgMsNIOEWb-uprS3ex_cwYx4SPIAIAZ_NpadWWeqONh3q3ZtXq2S7PfYl-9Ge9PAvwo6QsZ3-XwsXXwbV-rFFnH8FLMLutbClL6vx0ST5lCu3J0k0CRuUdEmT0SsHXjewmnbaTcI_FHMIu2_-8tujal3oBy51cZcMVPmDA8GRl6P3W6Hnx4VGLzIU5ImoeWQZ3WcY7NRY70MmFkPzqpUrtyd-hqit06GOd6oT7hgEN7b49I_rzSp94cLKPsjdnWj0XGSmuYPZ3I26PrRte1-wWJrCe9EDMR3pIo-uX2dAGizt9fuDXfII-9TLEKIZVqJYRXVeAgQdqm6YqyrghWXM21F7ohW4sDmuVZpThFI955BHLcILjjSCQGczgATNBzE5rKpjTf1TBbSfnHT9Be0bsQ8_sQpyuoY7mcllFfDJVChPHUvzbQyn86wiy7xYS9ScvJYCJP9dtk9PGzqqfb7Anm4BkqsFogYgv6X2Jyp2oWUQodfVdkpkatibOX_O0LFw7L4Eq3lDVwURipP8e7j7dkZ4b_UwGzt3tWmXVfZbg-FmkwP429WR9-ccC_CJDvF7bA7W16AkgRixZA0VyfUV1IeBYggqf1nR7vNjQ7xCxx70eq_qL8QQxsXPTJZAikQHK3zS0XSSU723qCLCUhEymactMITa3fBnR3z2qyGlqcBctNKyGDQWoRlvo8W1BagrfJ-KO9tY4dL2SBjFcDl2F7JZ_i8ZA_QqdKQG56BtOJzx-YKcbilsr9nshk5HqoMYL4Yk8PBIGfJEvSwgbxtNeScA_lddxZugCpVrfuTDa2wsaFJCGbosql3vdL-YgJ_r8GG0CJRWTapQgrR_U44yHmkKX1SuTukXAcbnB1Jhw/https://www.amazon.in/ADORA-Baby-Plushies-Huggable-Birthday/dp/B0D7HWMBPY/ref=sxin_23_sbv_search_btf?content-id=amzn1.sym.288d7cd9-bdfb-4778-882a-c15de0f76151%3Aamzn1.sym.288d7cd9-bdfb-4778-882a-c15de0f76151&cv_ct_cx=soft+toys&keywords=soft+toys&pd_rd_i=B0D7HWMBPY&pd_rd_r=cc9549c4-164f-4ac5-af79-2c34c1d7dc0c&pd_rd_w=J6jLB&pd_rd_wg=vHVQw&pf_rd_p=288d7cd9-bdfb-4778-882a-c15de0f76151&pf_rd_r=8SJ6FNVRMPHS7PT77H8S&qid=1744516205&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81
Storio Toy Cute Cow Plushie Soft Toys For Kids | Plush Soft Toys For Baby Boys And Girls | Animal Soft Toy For Kids -27 Cm,Unknown,4.4,251,199.0,https://m.media-amazon.com/images/I/71GxymZFGYL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfbXRmOjMwMDA2NzAxMjI3ODEzMjo6MDo6&url=%2FStorio-Baby-Toys-Play-Kit%2Fdp%2FB09CTQ7P15%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Babique Cow Tremp Plush Soft Toy Cute Kids Animal Home Decor Boys/Girls (Pack Of 1)(30 Cm),Unknown,4.4,608,319.0,https://m.media-amazon.com/images/I/71haBHpt8wL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfbXRmOjMwMDAwNTA2OTQ5NTIzMjo6MDo6&url=%2FBabique-Tremp-Plush-Animal-Decor%2Fdp%2FB0BFNNS31H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lovey Dovey Super Soft Toys Long Soft Lovable Hugable Cute Giant Life Size Teddy Bear (30 Cm Super Soft Toys, Kangaroo With Baby)",Unknown,3.7,14,399.0,https://m.media-amazon.com/images/I/51MceuI7nKL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfbXRmOjMwMDUyMzIyNTY4OTkzMjo6MDo6&url=%2FLOVEY-DOVEY-Lovable-hugable-Kangaroo%2Fdp%2FB09TXQL1JJ%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA19B00HGTEVUGE
"Shapze Rudy Furry Hippo Teddy Bear, Plush/Soft, Huggable, Cozy, Joyful, Toy For Boys, Girls And Kids, Super-Soft, Safe, Great Birthday Gift (Pink)",Unknown,3.8,3,674.0,https://m.media-amazon.com/images/I/51b5lNHjiSL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfbXRmOjMwMDUyODcwMjM5NTczMjo6MDo6&url=%2FSHAPZE-Huggable-Joyful-Super-Soft-Birthday%2Fdp%2FB0CN33JZJ8%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Amazon Brand - Jam & Honey Dinosaur, Cute, Plush/Soft Toy, Suitable For Boys, Girls And Kids, Super-Soft, Safe, 34 Cm (Green & Yellow)",Unknown,4.4,13179,225.0,https://m.media-amazon.com/images/I/81c5rU7uWgL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTQ2OTYzMDYwNTkzNjg1OjE3NDQ1MTYyMDU6c3BfYnRmOjMwMDA0NDMwNzQwNzkzMjo6MDo6&url=%2FAmazon-Brand-Dinosaur-Suitable-Super-Soft%2Fdp%2FB0CCD1SVCC%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHitk02Oo-y_WCpccNtJxEtFQfTmq7ATBj0HeTpORHbCAAFel4MdYaA1sU3K0CCE8SaNLXebblOaXClB1o1_GcaoTHbTn1Ttd4ony685ugqGRYujYyA3n2BFGm2YfBLt6e4XK9fDOIWM3ACmgzd3zg08RtUDFMig2gueqC8SCug8JQjTWzILpULrcJjhVVCatteWGDvLH2PJGpz44hjQMR948hp9pZ3w-rEGfZ3550-bekN7xL-y330RtDzerA43sVeRA3HUxDXDnxR-9zj7CjTE.H7y4zq_LnJzNlyne_-2YE8eAt9kpkU90BEpBWXHc-og%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744516205%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
